Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,osm_id,highway,waterway,covered,depth_isempty,depth,blockage,aerialway,barrier,man_made,width_isempty,width,height,maxheight,layer_isempty,layer,sidewalk,tunnel,bridge,other_tags
,,,,,,-1,-1,-1,,,336065927,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336065928,,ditch,no,0,0.2,,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336065929,,ditch,no,0,0.3,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336065932,,ditch,no,0,0.3,,,,,0,0.6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336066185,footway,,,1,-1,,,,,0,3,,,1,-1,,,yes,"""material""=>""wood"""
Nyota Street,,,,,,-1,-1,-1,,,336066186,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336066237,,drain,yes,1,-1,rubbish,,,,0,2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336066240,,drain,no,1,-1,rubbish,,,,1,-1,,,1,-1,,,,
Msechu street,,,,,,-1,-1,-1,,,336068225,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336068238,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336068239,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336068242,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336068245,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336068250,,ditch,no,0,0.1,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336068253,,ditch,no,0,0.1,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336068255,,drain,no,0,0.1,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336068256,,ditch,no,0,0.1,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336068257,,ditch,no,0,0.1,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336071267,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336072725,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336072726,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336238690,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,336238694,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336307870,,ditch,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336307871,,ditch,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336316923,,stream,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336323171,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336323175,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336332507,,stream,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336334105,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336335071,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336335072,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336335074,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336336089,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336336090,,drain,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336346806,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Argentina,,,,,,-1,-1,-1,,,336347852,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336347853,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336347854,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336347855,,ditch,no,0,0.4,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336347856,,ditch,no,0,0.2,,,,,0,0.3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,336356416,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""ground"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336356417,footway,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""surface""=>""ground"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336356420,footway,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336356422,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336356423,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""ground"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,336357307,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""0.25"""
,,,,,,-1,-1,-1,,,336359485,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""natural""=>""tree_row"""
,,,,,,-1,-1,-1,,,336359487,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""natural""=>""tree_row"""
,,,,,,-1,-1,-1,,,336485390,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""no culvert"""
,,,,,,-1,-1,-1,,,336485393,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""no culvert"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485394,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""place""=>""Kagera"",""access""=>""no culvert"""
,,,,,,-1,-1,-1,,,336485395,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""place""=>""Kagera"",""access""=>""no culvert"""
,,,,,,-1,-1,-1,,,336485397,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""place""=>""Kagera"",""access""=>""no culvert"""
culvert,,,,,,-1,-1,-1,,,336485398,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""place""=>""Kagera"""
,,,,,,-1,-1,-1,,,336485399,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485400,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485401,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485404,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485405,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485406,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485408,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485410,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485411,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485413,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""no culvert"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485414,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485416,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485417,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485419,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485420,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,336485422,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Winding Avenue,,,,,,-1,-1,-1,,,337023157,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""asphalt"""
Winding Avenue,,,,,,-1,-1,-1,,,337023158,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""asphalt"""
Yasser Arafat Road,,,,,,-1,-1,-1,,,337023159,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,337086084,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337086085,footway,,,1,-1,,,,,1,-1,,,0,1,,,yes,
,,,,,,-1,-1,-1,,,337341732,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
Kasanga Street,,,,,,-1,-1,-1,,,337351453,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337357303,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337357304,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337357305,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337357306,,stream,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337361829,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337361830,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337362303,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337364048,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337364049,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337364050,,ditch,no,0,0.8,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337364051,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337364074,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337366738,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337366739,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337366740,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337366741,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337366742,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337366743,,ditch,no,1,-1,rubbish,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337366744,,ditch,no,1,-1,rubbish,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337372365,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337372366,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337372367,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337372368,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337372369,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373472,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373473,footway,,,1,-1,,,,,0,5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373475,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337373888,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373890,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373892,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337373894,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337374667,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337374702,,ditch,no,1,0,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337374703,,ditch,no,0,0.2,rubbish,,,,0,0.1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337375402,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337375685,,ditch,no,0,0.2,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337375787,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337376354,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337376555,,ditch,no,0,0.2,dirt,,,,0,0.1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337377503,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337378599,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337378600,,drain,yes,0,0.5,concrete,,,,0,1,,,0,-1,,culvert,,"""diameter""=>"".6"""
,,,,,,-1,-1,-1,,,337378602,,drain,no,0,0.5,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337378603,,drain,no,0,0.5,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337379114,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337379139,,drain,yes,1,-1,concrete,,,,1,-1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,337379140,,drain,yes,1,-1,concrete,,,,1,-1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,337379141,,drain,yes,1,-1,concrete,,,,1,-1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,337542622,footway,,,1,-1,,,,,0,6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337556287,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""addr:street""=>""Lipululu Street"""
,,,,,,-1,-1,-1,,,337556300,,stream,,1,-1,no,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337558063,,,,1,-1,,,,water_tank,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337559711,footway,,,1,-1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337559712,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337559713,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337559714,footway,,,1,-1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337559716,footway,,,1,-1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337560548,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562090,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562212,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562216,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562218,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562219,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337562220,,ditch,,0,0.5,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337562223,,ditch,no,0,0.5,no,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337562835,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564835,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564842,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564844,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564846,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564848,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337564851,,drain,no,0,0.5,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337564855,,drain,no,0,0.5,dirt,,,,0,1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,337567280,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337567281,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337568842,,ditch,no,0,0.2,,,,,0,0.5,,,1,-1,,,,
Hakunaga,,,,,,-1,-1,-1,,,337570110,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337570139,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337570867,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337570984,,drain,yes,0,0.5,dirt,,,,0,1,,,0,-1,,,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,337570985,,drain,yes,0,0.5,dirt,,,,0,1,,,0,-1,,,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,337570987,,drain,no,0,0.5,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337570988,,drain,no,0,0.5,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337570989,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337570990,,drain,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337570991,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337572115,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Mchafu,,,,,,-1,-1,-1,,,337573669,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337573670,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337573671,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337577294,path,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337577295,footway,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337577296,footway,,,1,-1,,,,,0,0.8,,,1,-1,,,,"""surface""=>""ground"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337577297,footway,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337577936,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Kikwetu Street,,,,,,-1,-1,-1,,,337681074,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Ngudu street,,,,,,-1,-1,-1,,,337757347,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337757349,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,yes,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337757350,footway,,,1,-1,,,,,1,-1,,,1,-1,,,yes,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337757351,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337757352,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337757353,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337757355,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,337757356,,drain,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337762062,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""bad"""
,,,,,,-1,-1,-1,,,337762063,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
Kibiti street,,,,,,-1,-1,-1,,,337763657,footway,,,1,-1,,,,,0,6,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""bad"""
,,,,,,-1,-1,-1,,,337767539,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337769280,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337769483,footway,,,1,-1,,,,,0,3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337769743,footway,,,1,-1,,,,,0,3,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337769851,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337770669,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337770767,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337771206,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337771207,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337771208,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337771209,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337771426,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771427,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771428,footway,,,1,-1,,,,,0,0.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771742,footway,,,1,-1,,,,,0,0.3,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771743,footway,,,1,-1,,,,,0,0.3,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771744,footway,,,1,-1,,,,,0,0.3,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337771745,footway,,,1,-1,,,,,0,0.3,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337772019,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337772020,,drain,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337772021,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,337775294,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,337775295,,drain,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337778756,,drain,no,0,0.3,dirt,,,,0,3,,,1,-1,,,,
Ngala Street,,,,,,-1,-1,-1,,,337780741,residential,,,1,-1,,,,,0,5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,337780772,footway,,,1,-1,,,,,0,1.3,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337780773,footway,,,1,-1,,,,,0,3,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,337869886,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869887,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869888,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869889,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869890,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869891,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869892,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,337869893,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Mweka Street,,,,,,-1,-1,-1,,,337929297,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
