Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,osm_id,highway,waterway,covered,depth_isempty,depth,blockage,aerialway,barrier,man_made,width_isempty,width,height,maxheight,layer_isempty,layer,sidewalk,tunnel,bridge,other_tags
,,,,,,-1,-1,-1,,,371867836,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371867837,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371867838,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371867839,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371867840,,drain,no,1,-1,rubbish,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371868082,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371870443,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371870444,,drain,no,0,1,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873120,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873121,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873122,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873123,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873337,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873444,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371873728,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873729,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873730,,drain,yes,0,0.5,,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,371873731,,drain,yes,0,0.5,,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,371873732,,drain,yes,0,0.5,,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,371873733,,drain,yes,0,0.5,,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,371873734,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873735,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873736,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371873737,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874250,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371874253,,ditch,no,0,0.4,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874257,,ditch,no,0,0.4,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874601,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874737,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874801,,drain,no,0,1,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874825,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874932,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371874972,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371875785,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371875786,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371876057,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371876238,,stream,,0,1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371876239,,drain,,0,0.5,,,,,0,0.3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371876240,,drain,yes,0,1,dirt,,,,0,1,,,0,-1,,culvert,,"""diameter""=>""0.2"""
,,,,,,-1,-1,-1,,,371876691,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371876792,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371877075,unclassified,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371877076,unclassified,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371877077,,drain,yes,0,0.5,concrete,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""3"""
,,,,,,-1,-1,-1,,,371877078,,drain,no,0,0.5,concrete,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371877079,,drain,yes,0,0.5,concrete,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""3"""
,,,,,,-1,-1,-1,,,371877080,,drain,no,0,0.5,concrete,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371878414,,drain,yes,1,-1,no,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""0.3"""
,,,,,,-1,-1,-1,,,371878415,,drain,no,0,0.2,rubbish,,,,0,0.1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371878416,,drain,no,0,0.3,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371882234,residential,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371882235,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371902826,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371902828,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371902831,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371903280,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907304,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907305,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907306,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907307,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907308,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907309,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907310,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907311,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907313,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907314,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907315,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907316,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907317,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907318,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907319,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371907320,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909235,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909236,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909237,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909238,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909239,footway,,,1,-1,,,,,1,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371909240,,ditch,no,0,0.4,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371909241,,ditch,no,0,0.3,dirt,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371909242,,drain,yes,1,-1,dirt,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""0.4"""
,,,,,,-1,-1,-1,,,371909244,,drain,yes,1,-1,dirt,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""0.3"""
,,,,,,-1,-1,-1,,,371909245,,ditch,no,0,0.3,dirt,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371912575,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371913131,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371934359,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""1.5"""
,,,,,,-1,-1,-1,,,371934360,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""1.5"""
,,,,,,-1,-1,-1,,,371934361,,drain,yes,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371934362,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""1.5"""
,,,,,,-1,-1,-1,,,371934363,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""1.5"""
,,,,,,-1,-1,-1,,,371934364,,drain,no,0,1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371934365,,drain,no,0,1,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936345,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936346,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936347,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936348,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936349,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936350,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936351,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936352,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936353,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936355,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936356,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936357,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936358,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936359,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936360,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371936361,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936362,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371936363,,drain,no,0,0.3,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371942606,footway,,,1,-1,,,,,0,0.6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,371944234,,drain,no,0,0.3,no,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371944235,,drain,no,0,0.3,no,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,371944236,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371944237,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,371944238,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,
,,,,,,-1,-1,-1,,,372001593,,drain,no,0,0.4,rubbish,,,,0,0.4,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,372001594,,drain,yes,0,0.4,no,,,,0,0.4,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,372002460,,drain,no,0,0.2,dirt,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372002691,footway,,,1,-1,,,,,0,0.3,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372003186,,drain,no,0,0.3,,,,,0,0.3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372004685,,drain,yes,0,0.5,no,,,,0,0.5,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,372004686,,drain,yes,0,0.5,no,,,,0,0.5,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,372004687,,drain,no,0,0.5,no,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372004688,,drain,no,0,0.5,no,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372005015,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372007775,,drain,no,0,0.5,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372007776,,drain,yes,0,0.5,dirt,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,372007777,,drain,no,0,0.5,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372007778,,drain,no,0,0.4,no,,,,0,0.4,,,1,-1,,,,
Dosi Road,,,,,,-1,-1,-1,,,372012635,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Dosi Street,,,,,,-1,-1,-1,,,372012636,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Idrisa Road,,,,,,-1,-1,-1,,,372012637,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Tosheka Road,,,,,,-1,-1,-1,,,372012638,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Mwinyimkuu Road,,,,,,-1,-1,-1,,,372012906,unclassified,,,1,-1,,,,,0,5,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""paved"""
Takadiri Road,,,,,,-1,-1,-1,,,372012907,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372012958,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372012963,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372014399,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
"Tax stop, no 20",,,,,,-1,-1,-1,,,372014574,,,,1,-1,,,,,1,-1,,,1,-1,,,,"""public_transport""=>""platform"""
,,,,,,-1,-1,-1,,,372014838,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372014839,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372015017,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372015545,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372015612,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372015641,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372015798,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372016054,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372017671,,drain,no,0,0.5,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372017740,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
MwanaAsali,,,,,,-1,-1,-1,,,372018014,residential,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372018017,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372018075,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372018245,,drain,no,0,1,,,,,0,1.3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372018250,,drain,no,0,1,dirt,,,,0,1.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372018256,,drain,yes,0,1,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372018257,,drain,no,0,1,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372018268,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372018879,,drain,yes,0,0.5,,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,372018880,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372018881,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019272,,drain,no,0,0.3,no,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019273,,drain,yes,1,-1,no,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""0.4"""
,,,,,,-1,-1,-1,,,372019274,,drain,no,0,0.3,no,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019275,,ditch,no,0,0.2,no,,,,0,0.3,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019276,,drain,no,0,0.3,no,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019863,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372019864,,drain,yes,0,1,no,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,372019866,,drain,yes,0,1,no,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,372019867,,drain,no,0,1,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019868,,drain,no,0,1,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019869,,drain,no,0,1,no,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019871,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019875,,drain,no,0,0.8,concrete,,,,0,0.6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019876,,drain,yes,0,0.8,concrete,,,,0,0.6,,,0,-1,,,,"""diameter""=>""0.6"""
,,,,,,-1,-1,-1,,,372019877,,drain,no,0,0.8,concrete,,,,0,0.6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019878,,drain,no,0,0.8,concrete,,,,0,0.6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372019879,,drain,no,0,0.8,concrete,,,,0,0.6,,,1,-1,,,,
Vodacom Tower,,,,,,-1,-1,-1,,,372020086,,,,1,-1,,,,tower,1,-1,,,1,-1,,,,"""tower:type""=>""communication"""
,,,,,,-1,-1,-1,,,372020187,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020258,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020262,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020264,footway,,,1,-1,,,,,0,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020269,footway,,,1,-1,,,,,0,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020275,footway,,,1,-1,,,,,0,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020280,footway,,,1,-1,,,,,0,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020285,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020289,footway,,,1,-1,,,,,0,1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020548,,drain,no,0,0.5,,,,,0,0.5,,,1,-1,,,,
Ifunda Street,,,,,,-1,-1,-1,,,372020604,residential,,,1,-1,,,,,0,3.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Ifunda Street,,,,,,-1,-1,-1,,,372020605,unclassified,,,1,-1,,,,,0,3.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372020809,,drain,yes,1,-1,concrete,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,372020810,,drain,yes,0,0.5,concrete,,,,0,1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,372020811,,drain,no,0,0.5,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372020812,,drain,no,0,0.5,concrete,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372020828,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021231,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021409,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021416,,drain,yes,1,-1,concrete,,,,1,-1,,,0,-1,,culvert,,"""diameter""=>""0.2"""
,,,,,,-1,-1,-1,,,372021417,,stream,,0,0.5,,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,372021480,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021545,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021562,,drain,yes,1,-1,rubbish,,,,1,-1,,,0,-1,,,,"""diameter""=>""-1"""
,,,,,,-1,-1,-1,,,372021563,,drain,yes,1,-1,rubbish,,,,1,-1,,,0,-1,,,,"""diameter""=>""-1"""
,,,,,,-1,-1,-1,,,372021564,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,372021695,,drain,yes,1,-1,dirt,,,,1,-1,,,0,-1,,,,"""diameter""=>""-1"""
